question_id,split_name,task_family,answer_source
69249,single_train,single,question-span
162650,single_train,single,image-span
162648,single_train,single,multi-span
162647,single_train,single,question-span
162651,single_train,single,question-span
162649,single_train,single,non-extractive
162654,single_train,single,question-span
162652,single_train,single,multi-span
162646,single_train,single,image-span
135393,single_train,single,image-span
135382,single_train,single,image-span
135388,single_train,single,non-extractive
135391,single_train,single,multi-span
135383,single_train,single,question-span
135385,single_train,single,non-extractive
135386,single_train,single,image-span
135387,single_train,single,multi-span
135384,single_train,single,multi-span
135390,single_train,single,question-span
135392,single_train,single,non-extractive
135389,single_train,single,image-span
166278,single_train,single,non-extractive
166279,single_train,single,image-span
166276,single_train,single,image-span
166271,single_train,single,multi-span
166281,single_train,single,multi-span
166282,single_train,single,non-extractive
166274,single_train,single,multi-span
166273,single_train,single,image-span
166272,single_train,single,non-extractive
166275,single_train,single,non-extractive
166277,single_train,single,multi-span
166270,single_train,single,image-span
19470,single_train,single,image-span
19467,single_train,single,image-span
19469,single_train,single,multi-span
19471,single_train,single,question-span
19472,single_train,single,non-extractive
19473,single_train,single,question-span
81388,single_train,single,image-span
81386,single_train,single,multi-span
81389,single_train,single,question-span
81385,single_train,single,question-span
81384,single_train,single,image-span
81387,single_train,single,non-extractive
86335,single_train,single,image-span
86337,single_train,single,image-span
86333,single_train,single,question-span
86336,single_train,single,image-span
86329,single_train,single,multi-span
86332,single_train,single,question-span
140100,single_train,single,non-extractive
140106,single_train,single,non-extractive
140101,single_train,single,image-span
140099,single_train,single,multi-span
140098,single_train,single,question-span
140097,single_train,single,image-span
140102,single_train,single,multi-span
140104,single_train,single,question-span
134337,single_train,single,non-extractive
134335,single_train,single,question-span
134328,single_train,single,image-span
134331,single_train,single,non-extractive
134332,single_train,single,image-span
134329,single_train,single,question-span
134333,single_train,single,question-span
134336,single_train,single,multi-span
134330,single_train,single,multi-span
8440,single_train,single,image-span
8441,single_train,single,question-span
8447,single_train,single,non-extractive
8443,single_train,single,non-extractive
8446,single_train,single,multi-span
8444,single_train,single,image-span
8445,single_train,single,question-span
9653,single_train,single,image-span
9660,single_train,single,non-extractive
9663,single_train,single,multi-span
9664,single_train,single,non-extractive
9662,single_train,single,question-span
9661,single_train,single,image-span
9657,single_train,single,image-span
9659,single_train,single,multi-span
9655,single_train,single,multi-span
9658,single_train,single,question-span
22416,single_train,single,multi-span
22417,single_train,single,non-extractive
22411,single_train,single,question-span
22410,single_train,single,image-span
22412,single_train,single,multi-span
166518,single_train,single,non-extractive
166513,single_train,single,image-span
166509,single_train,single,image-span
166517,single_train,single,image-span
166516,single_train,single,non-extractive
166510,single_train,single,question-span
166515,single_train,single,multi-span
166511,single_train,single,multi-span
45972,single_train,single,image-span
45974,single_train,single,multi-span
45973,single_train,single,question-span
45968,single_train,single,image-span
45969,single_train,single,question-span
45978,single_train,single,non-extractive
45975,single_train,single,non-extractive
45971,single_train,single,non-extractive
45970,single_train,single,multi-span
55754,single_train,single,question-span
55755,single_train,single,question-span
55752,single_train,single,multi-span
55756,single_train,single,image-span
55758,single_train,single,non-extractive
55753,single_train,single,multi-span
55759,single_train,single,non-extractive
125121,single_train,single,multi-span
125126,single_train,single,question-span
125127,single_train,single,question-span
125122,single_train,single,multi-span
125125,single_train,single,question-span
125123,single_train,single,multi-span
125130,single_train,single,non-extractive
125124,single_train,single,question-span
125128,single_train,single,image-span
40360,single_train,single,multi-span
40359,single_train,single,question-span
40362,single_train,single,question-span
40358,single_train,single,image-span
40364,single_train,single,question-span
40361,single_train,single,image-span
40365,single_train,single,multi-span
80823,single_train,single,non-extractive
80822,single_train,single,multi-span
80825,single_train,single,non-extractive
1032,single_train,single,multi-span
1034,single_train,single,image-span
